gene
StHeBC4_c_c12903_g12603_i1
StHeBC4_c_c12903_g12642_i1
StHeBC4_c_c12903_g1265_i1
StHeBC4_c_c12903_g12703_i2
StHeBC4_c_c12903_g12723_i1
StHeBC4_c_c12903_g12727_i1
StHeBC4_c_c12903_g12762_i1
StHeBC4_c_c12903_g12799_i1
StHeBC4_c_c12903_g12813_i2
StHeBC4_c_c12903_g12913_i1
StHeBC4_c_c12903_g1295_i1
StHeBC4_c_c12903_g13003_i1
StHeBC4_c_c12903_g13006_i1
StHeBC4_c_c12903_g13088_i1
StHeBC4_c_c12903_g13104_i1
StHeBC4_c_c12903_g13237_i1
StHeBC4_c_c12903_g13485_i1
StHeBC4_c_c12903_g13521_i1
StHeBC4_c_c12903_g13598_i1
StHeBC4_c_c12903_g13615_i2
StHeBC4_c_c12903_g13786_i1
StHeBC4_c_c12903_g14025_i1
StHeBC4_c_c12903_g14066_i2
StHeBC4_c_c12903_g14087_i1
StHeBC4_c_c12903_g14107_i1
StHeBC4_c_c12903_g14175_i2
StHeBC4_c_c12903_g14179_i1
StHeBC4_c_c12903_g14197_i1
StHeBC4_c_c12903_g14222_i1
StHeBC4_c_c12903_g1423_i1
StHeBC4_c_c12903_g14262_i1
StHeBC4_c_c12903_g14267_i1
StHeBC4_c_c12903_g14270_i1
StHeBC4_c_c12903_g14286_i3
StHeBC4_c_c12903_g1430_i1
StHeBC4_c_c12903_g14328_i1
StHeBC4_c_c12903_g1445_i4
StHeBC4_c_c12903_g14583_i1
StHeBC4_c_c12903_g14643_i2
StHeBC4_c_c12903_g14644_i1
StHeBC4_c_c12903_g14692_i1
StHeBC4_c_c12903_g14716_i2
StHeBC4_c_c12903_g14754_i1
StHeBC4_c_c12903_g14806_i1
StHeBC4_c_c12903_g14819_i1
StHeBC4_c_c12903_g14831_i1
StHeBC4_c_c12903_g14876_i2
StHeBC4_c_c12903_g14959_i1
StHeBC4_c_c12903_g1499_i1
StHeBC4_c_c12903_g15042_i1
StHeBC4_c_c12903_g1505_i2
StHeBC4_c_c12903_g1517_i1
StHeBC4_c_c12903_g15283_i1
StHeBC4_c_c12903_g15485_i1
StHeBC4_c_c12903_g15486_i1
StHeBC4_c_c12903_g15507_i1
StHeBC4_c_c12903_g15600_i1
StHeBC4_c_c12903_g15609_i1
StHeBC4_c_c12903_g15631_i1
StHeBC4_c_c12903_g15701_i1
StHeBC4_c_c12903_g15813_i1
StHeBC4_c_c12903_g15884_i2
StHeBC4_c_c12903_g15907_i1
StHeBC4_c_c12903_g1592_i1
StHeBC4_c_c12903_g16000_i1
StHeBC4_c_c12903_g1601_i1
StHeBC4_c_c12903_g16017_i1
StHeBC4_c_c12903_g16166_i2
StHeBC4_c_c12903_g16208_i1
StHeBC4_c_c12903_g16249_i1
StHeBC4_c_c12903_g16301_i2
StHeBC4_c_c12903_g16405_i1
StHeBC4_c_c12903_g1645_i1
StHeBC4_c_c12903_g16459_i1
StHeBC4_c_c12903_g16477_i1
StHeBC4_c_c12903_g16500_i1
StHeBC4_c_c12903_g16521_i1
StHeBC4_c_c12903_g1663_i1
StHeBC4_c_c12903_g16670_i1
StHeBC4_c_c12903_g1671_i1
StHeBC4_c_c12903_g16752_i1
StHeBC4_c_c12903_g1694_i1
StHeBC4_c_c12903_g16973_i1
StHeBC4_c_c12903_g17079_i4
StHeBC4_c_c12903_g17092_i1
StHeBC4_c_c12903_g17152_i1
StHeBC4_c_c12903_g17225_i1
StHeBC4_c_c12903_g17282_i1
StHeBC4_c_c12903_g17504_i1
StHeBC4_c_c12903_g17536_i1
StHeBC4_c_c12903_g17663_i6
StHeBC4_c_c12903_g17701_i1
StHeBC4_c_c12903_g17783_i1
StHeBC4_c_c12903_g17791_i1
StHeBC4_c_c12903_g17939_i1
StHeBC4_c_c12903_g17999_i1
StHeBC4_c_c12903_g18064_i1
StHeBC4_c_c12903_g18246_i1
StHeBC4_c_c12903_g18329_i1
StHeBC4_c_c12903_g18488_i1
StHeBC4_c_c12903_g18568_i1
StHeBC4_c_c12903_g18609_i1
StHeBC4_c_c12903_g18629_i1
StHeBC4_c_c12903_g18710_i1
StHeBC4_c_c12903_g1876_i1
StHeBC4_c_c12903_g1881_i1
StHeBC4_c_c12903_g19074_i1
StHeBC4_c_c12903_g19305_i1
StHeBC4_c_c12903_g1931_i1
StHeBC4_c_c12903_g19350_i1
StHeBC4_c_c12903_g19394_i1
StHeBC4_c_c12903_g19414_i1
StHeBC4_c_c12903_g19477_i1
StHeBC4_c_c12903_g19495_i1
StHeBC4_c_c12903_g19501_i1
StHeBC4_c_c12903_g19558_i1
StHeBC4_c_c12903_g19562_i1
StHeBC4_c_c12903_g19622_i1
StHeBC4_c_c12903_g19623_i3
StHeBC4_c_c12903_g19628_i1
StHeBC4_c_c12903_g1967_i1
StHeBC4_c_c12903_g19706_i1
StHeBC4_c_c12903_g19708_i1
StHeBC4_c_c12903_g19715_i1
StHeBC4_c_c12903_g1974_i3
StHeBC4_c_c12903_g19772_i1
StHeBC4_c_c12903_g19776_i1
StHeBC4_c_c12903_g19782_i1
StHeBC4_c_c12903_g19848_i1
StHeBC4_c_c12903_g19866_i1
StHeBC4_c_c12903_g19887_i1
StHeBC4_c_c12903_g19907_i1
StHeBC4_c_c12903_g20161_i2
StHeBC4_c_c12903_g20203_i1
StHeBC4_c_c12903_g20293_i3
StHeBC4_c_c12903_g20328_i2
StHeBC4_c_c12903_g20329_i1
StHeBC4_c_c12903_g20374_i1
StHeBC4_c_c12903_g20410_i4
StHeBC4_c_c12903_g20544_i1
StHeBC4_c_c12903_g20709_i1
StHeBC4_c_c12903_g20722_i1
StHeBC4_c_c12903_g20854_i1
StHeBC4_c_c12903_g20890_i1
StHeBC4_c_c12903_g20938_i1
StHeBC4_c_c12903_g20996_i1
StHeBC4_c_c12903_g20997_i1
StHeBC4_c_c12903_g21106_i1
StHeBC4_c_c12903_g21129_i1
StHeBC4_c_c12903_g21144_i1
StHeBC4_c_c12903_g21193_i1
StHeBC4_c_c12903_g21211_i1
StHeBC4_c_c12903_g21287_i2
StHeBC4_c_c12903_g21306_i1
StHeBC4_c_c12903_g21309_i1
StHeBC4_c_c12903_g21361_i1
StHeBC4_c_c12903_g21415_i3
StHeBC4_c_c12903_g21518_i1
StHeBC4_c_c12903_g2154_i1
StHeBC4_c_c12903_g21572_i1
StHeBC4_c_c12903_g21690_i1
StHeBC4_c_c12903_g21739_i1
StHeBC4_c_c12903_g21740_i1
StHeBC4_c_c12903_g21822_i1
StHeBC4_c_c12903_g21866_i1
StHeBC4_c_c12903_g21919_i1
StHeBC4_c_c12903_g21992_i1
StHeBC4_c_c12903_g21993_i1
StHeBC4_c_c12903_g22153_i1
StHeBC4_c_c12903_g22197_i1
StHeBC4_c_c12903_g22289_i1
StHeBC4_c_c12903_g22293_i2
StHeBC4_c_c12903_g22340_i1
StHeBC4_c_c12903_g22434_i1
StHeBC4_c_c12903_g2259_i1
StHeBC4_c_c12903_g22624_i1
StHeBC4_c_c12903_g22635_i1
StHeBC4_c_c12903_g2268_i1
StHeBC4_c_c12903_g22762_i1
StHeBC4_c_c12903_g22768_i1
StHeBC4_c_c12903_g22785_i1
StHeBC4_c_c12903_g22824_i1
StHeBC4_c_c12903_g2283_i1
StHeBC4_c_c12903_g22884_i1
StHeBC4_c_c12903_g22889_i1
StHeBC4_c_c12903_g2289_i1
StHeBC4_c_c12903_g23006_i1
StHeBC4_c_c12903_g23019_i1
StHeBC4_c_c12903_g23023_i1
StHeBC4_c_c12903_g23065_i1
StHeBC4_c_c12903_g23074_i1
StHeBC4_c_c12903_g23090_i1
StHeBC4_c_c12903_g23115_i1
StHeBC4_c_c12903_g23152_i1
StHeBC4_c_c12903_g23219_i1
StHeBC4_c_c12903_g23252_i1
StHeBC4_c_c12903_g23320_i1
StHeBC4_c_c12903_g23325_i1
StHeBC4_c_c12903_g23336_i1
StHeBC4_c_c12903_g23339_i1
StHeBC4_c_c12903_g23368_i1
StHeBC4_c_c12903_g23410_i1
StHeBC4_c_c12903_g23483_i1
StHeBC4_c_c12903_g23613_i1
StHeBC4_c_c12903_g23676_i1
StHeBC4_c_c12903_g23801_i1
StHeBC4_c_c12903_g23813_i1
StHeBC4_c_c12903_g23820_i1
StHeBC4_c_c12903_g23921_i1
StHeBC4_c_c12903_g23926_i1
StHeBC4_c_c12903_g23955_i2
StHeBC4_c_c12903_g23956_i1
StHeBC4_c_c12903_g24013_i1
StHeBC4_c_c12903_g24017_i1
StHeBC4_c_c12903_g2409_i1
StHeBC4_c_c12903_g24171_i1
StHeBC4_c_c12903_g24287_i1
StHeBC4_c_c12903_g24334_i1
StHeBC4_c_c12903_g24395_i1
StHeBC4_c_c12903_g24482_i2
StHeBC4_c_c12903_g24679_i1
StHeBC4_c_c12903_g24776_i1
StHeBC4_c_c12903_g2493_i1
StHeBC4_c_c12903_g24961_i1
StHeBC4_c_c12903_g24962_i1
StHeBC4_c_c12903_g25148_i3
StHeBC4_c_c12903_g25206_i1
StHeBC4_c_c12903_g25227_i1
StHeBC4_c_c12903_g25229_i1
StHeBC4_c_c12903_g25444_i1
StHeBC4_c_c12903_g25557_i1
StHeBC4_c_c12903_g25571_i2
StHeBC4_c_c12903_g25578_i1
StHeBC4_c_c12903_g25632_i1
StHeBC4_c_c12903_g25719_i5
StHeBC4_c_c12903_g25779_i1
StHeBC4_c_c12903_g25805_i1
StHeBC4_c_c12903_g25811_i1
StHeBC4_c_c12903_g25858_i1
StHeBC4_c_c12903_g2591_i1
StHeBC4_c_c12903_g26003_i1
StHeBC4_c_c12903_g26139_i1
StHeBC4_c_c12903_g26177_i1
StHeBC4_c_c12903_g26185_i1
StHeBC4_c_c12903_g26223_i1
StHeBC4_c_c12903_g26256_i1
StHeBC4_c_c12903_g26277_i2
StHeBC4_c_c12903_g26306_i2
StHeBC4_c_c12903_g26307_i1
StHeBC4_c_c12903_g26349_i1
StHeBC4_c_c12903_g26372_i1
StHeBC4_c_c12903_g26430_i1
StHeBC4_c_c12903_g26453_i1
StHeBC4_c_c12903_g26498_i1
StHeBC4_c_c12903_g26565_i2
StHeBC4_c_c12903_g26593_i1
StHeBC4_c_c12903_g26679_i1
StHeBC4_c_c12903_g26705_i1
StHeBC4_c_c12903_g26725_i1
StHeBC4_c_c12903_g26786_i1
StHeBC4_c_c12903_g26796_i1
StHeBC4_c_c12903_g26875_i1
StHeBC4_c_c12903_g26913_i1
StHeBC4_c_c12903_g26940_i1
StHeBC4_c_c12903_g2696_i1
StHeBC4_c_c12903_g27172_i1
StHeBC4_c_c12903_g27255_i2
StHeBC4_c_c12903_g27256_i1
StHeBC4_c_c12903_g27257_i1
StHeBC4_c_c12903_g27373_i2
StHeBC4_c_c12903_g27535_i1
StHeBC4_c_c12903_g27627_i1
StHeBC4_c_c12903_g2772_i1
StHeBC4_c_c12903_g27800_i1
StHeBC4_c_c12903_g27817_i1
StHeBC4_c_c12903_g27818_i1
StHeBC4_c_c12903_g27832_i1
StHeBC4_c_c12903_g27856_i1
StHeBC4_c_c12903_g27886_i1
StHeBC4_c_c12903_g27975_i1
StHeBC4_c_c12903_g27976_i1
StHeBC4_c_c12903_g27983_i1
StHeBC4_c_c12903_g2849_i1
StHeBC4_c_c12903_g28530_i2
StHeBC4_c_c12903_g28595_i1
StHeBC4_c_c12903_g28673_i1
StHeBC4_c_c12903_g28688_i1
StHeBC4_c_c12903_g2870_i1
StHeBC4_c_c12903_g28703_i3
StHeBC4_c_c12903_g28725_i2
StHeBC4_c_c12903_g28777_i1
StHeBC4_c_c12903_g28784_i1
StHeBC4_c_c12903_g28795_i1
StHeBC4_c_c12903_g28912_i1
StHeBC4_c_c12903_g29093_i1
StHeBC4_c_c12903_g2916_i2
StHeBC4_c_c12903_g29218_i1
StHeBC4_c_c12903_g29375_i2
StHeBC4_c_c12903_g29468_i1
StHeBC4_c_c12903_g29484_i1
StHeBC4_c_c12903_g29548_i2
StHeBC4_c_c12903_g29570_i1
StHeBC4_c_c12903_g29629_i1
StHeBC4_c_c12903_g2968_i1
StHeBC4_c_c12903_g29696_i1
StHeBC4_c_c12903_g29804_i1
StHeBC4_c_c12903_g29889_i17
StHeBC4_c_c12903_g30102_i1
StHeBC4_c_c12903_g30115_i1
StHeBC4_c_c12903_g30187_i2
StHeBC4_c_c12903_g30312_i4
StHeBC4_c_c12903_g30414_i1
StHeBC4_c_c12903_g30416_i2
StHeBC4_c_c12903_g30418_i1
StHeBC4_c_c12903_g30419_i1
StHeBC4_c_c12903_g30420_i1
StHeBC4_c_c12903_g30435_i1
StHeBC4_c_c12903_g30535_i1
StHeBC4_c_c12903_g30643_i1
StHeBC4_c_c12903_g30693_i1
StHeBC4_c_c12903_g30728_i1
StHeBC4_c_c12903_g30858_i1
StHeBC4_c_c12903_g3087_i1
StHeBC4_c_c12903_g30936_i4
StHeBC4_c_c12903_g30945_i1
StHeBC4_c_c12903_g310_i1
StHeBC4_c_c12903_g31012_i1
StHeBC4_c_c12903_g31100_i1
StHeBC4_c_c12903_g31103_i1
StHeBC4_c_c12903_g31105_i1
StHeBC4_c_c12903_g31106_i1
StHeBC4_c_c12903_g31158_i1
StHeBC4_c_c12903_g31178_i1
StHeBC4_c_c12903_g31268_i1
StHeBC4_c_c12903_g31331_i1
StHeBC4_c_c12903_g31386_i1
StHeBC4_c_c12903_g31485_i1
StHeBC4_c_c12903_g31550_i3
StHeBC4_c_c12903_g31614_i1
StHeBC4_c_c12903_g3169_i1
StHeBC4_c_c12903_g31699_i1
StHeBC4_c_c12903_g31702_i1
StHeBC4_c_c12903_g3182_i1
StHeBC4_c_c12903_g31909_i1
StHeBC4_c_c12903_g32022_i1
StHeBC4_c_c12903_g32072_i1
StHeBC4_c_c12903_g32077_i1
StHeBC4_c_c12903_g32108_i1
StHeBC4_c_c12903_g32111_i1
StHeBC4_c_c12903_g32147_i1
StHeBC4_c_c12903_g3215_i1
StHeBC4_c_c12903_g3220_i1
StHeBC4_c_c12903_g32200_i1
StHeBC4_c_c12903_g32281_i1
StHeBC4_c_c12903_g32286_i1
StHeBC4_c_c12903_g32318_i1
StHeBC4_c_c12903_g32359_i1
StHeBC4_c_c12903_g32367_i2
StHeBC4_c_c12903_g32652_i1
StHeBC4_c_c12903_g32661_i1
StHeBC4_c_c12903_g32662_i1
StHeBC4_c_c12903_g32666_i2
StHeBC4_c_c12903_g32695_i2
StHeBC4_c_c12903_g32696_i1
StHeBC4_c_c12903_g32705_i1
StHeBC4_c_c12903_g32804_i1
StHeBC4_c_c12903_g32829_i1
StHeBC4_c_c12903_g32971_i1
StHeBC4_c_c12903_g33140_i1
StHeBC4_c_c12903_g33163_i1
StHeBC4_c_c12903_g3317_i1
StHeBC4_c_c12903_g33189_i1
StHeBC4_c_c12903_g3331_i1
StHeBC4_c_c12903_g33369_i1
StHeBC4_c_c12903_g33445_i1
StHeBC4_c_c12903_g33494_i1
StHeBC4_c_c12903_g33583_i1
StHeBC4_c_c12903_g33588_i1
StHeBC4_c_c12903_g33610_i1
StHeBC4_c_c12903_g33668_i1
StHeBC4_c_c12903_g3372_i2
StHeBC4_c_c12903_g33816_i1
StHeBC4_c_c12903_g33964_i1
StHeBC4_c_c12903_g3402_i1
StHeBC4_c_c12903_g34022_i2
StHeBC4_c_c12903_g34024_i1
StHeBC4_c_c12903_g34112_i1
StHeBC4_c_c12903_g34150_i1
StHeBC4_c_c12903_g34215_i1
StHeBC4_c_c12903_g3422_i4
StHeBC4_c_c12903_g34235_i2
StHeBC4_c_c12903_g34239_i1
StHeBC4_c_c12903_g34275_i1
StHeBC4_c_c12903_g34478_i1
StHeBC4_c_c12903_g34531_i1
StHeBC4_c_c12903_g34533_i1
StHeBC4_c_c12903_g34567_i1
StHeBC4_c_c12903_g34690_i1
StHeBC4_c_c12903_g34695_i1
StHeBC4_c_c12903_g34772_i1
StHeBC4_c_c12903_g34801_i1
StHeBC4_c_c12903_g34839_i1
StHeBC4_c_c12903_g34847_i2
StHeBC4_c_c12903_g34866_i1
StHeBC4_c_c12903_g34886_i1
StHeBC4_c_c12903_g34972_i1
StHeBC4_c_c12903_g35025_i1
StHeBC4_c_c12903_g35077_i1
StHeBC4_c_c12903_g35153_i1
StHeBC4_c_c12903_g35190_i1
StHeBC4_c_c12903_g35193_i1
StHeBC4_c_c12903_g35259_i2
StHeBC4_c_c12903_g35376_i1
StHeBC4_c_c12903_g35386_i1
StHeBC4_c_c12903_g35398_i1
StHeBC4_c_c12903_g35503_i1
StHeBC4_c_c12903_g35667_i1
StHeBC4_c_c12903_g3569_i1
StHeBC4_c_c12903_g35808_i1
StHeBC4_c_c12903_g35809_i1
StHeBC4_c_c12903_g35822_i1
StHeBC4_c_c12903_g35829_i1
StHeBC4_c_c12903_g35921_i1
StHeBC4_c_c12903_g36059_i1
StHeBC4_c_c12903_g36080_i1
StHeBC4_c_c12903_g3614_i1
StHeBC4_c_c12903_g36163_i1
StHeBC4_c_c12903_g36362_i1
StHeBC4_c_c12903_g36380_i1
StHeBC4_c_c12903_g3658_i1
StHeBC4_c_c12903_g36693_i1
StHeBC4_c_c12903_g36996_i1
StHeBC4_c_c12903_g37008_i1
StHeBC4_c_c12903_g37029_i1
StHeBC4_c_c12903_g37059_i1
StHeBC4_c_c12903_g3714_i1
StHeBC4_c_c12903_g37153_i1
StHeBC4_c_c12903_g37288_i1
StHeBC4_c_c12903_g37313_i1
StHeBC4_c_c12903_g37491_i2
StHeBC4_c_c12903_g37492_i2
StHeBC4_c_c12903_g37640_i1
StHeBC4_c_c12903_g37769_i1
StHeBC4_c_c12903_g37775_i1
StHeBC4_c_c12903_g37807_i1
StHeBC4_c_c12903_g37826_i1
StHeBC4_c_c12903_g37917_i1
StHeBC4_c_c12903_g37953_i1
StHeBC4_c_c12903_g37965_i1
StHeBC4_c_c12903_g37966_i1
StHeBC4_c_c12903_g37969_i1
StHeBC4_c_c12903_g37970_i1
StHeBC4_c_c12903_g37972_i1
StHeBC4_c_c12903_g37976_i1
StHeBC4_c_c12903_g37978_i1
StHeBC4_c_c12903_g37979_i1
StHeBC4_c_c12903_g37980_i1
StHeBC4_c_c12903_g37981_i1
StHeBC4_c_c12903_g37985_i1
StHeBC4_c_c12903_g3800_i1
StHeBC4_c_c12903_g38040_i1
StHeBC4_c_c12903_g3805_i2
StHeBC4_c_c12903_g38051_i1
StHeBC4_c_c12903_g38055_i1
StHeBC4_c_c12903_g38076_i1
StHeBC4_c_c12903_g38079_i2
StHeBC4_c_c12903_g38092_i1
StHeBC4_c_c12903_g38180_i1
StHeBC4_c_c12903_g38192_i1
StHeBC4_c_c12903_g38196_i1
StHeBC4_c_c12903_g38251_i1
StHeBC4_c_c12903_g38356_i1
StHeBC4_c_c12903_g38357_i1
StHeBC4_c_c12903_g3845_i1
StHeBC4_c_c12903_g38480_i1
StHeBC4_c_c12903_g38569_i1
StHeBC4_c_c12903_g38629_i1
StHeBC4_c_c12903_g38631_i1
StHeBC4_c_c12903_g38689_i1
StHeBC4_c_c12903_g38989_i1
StHeBC4_c_c12903_g39044_i1
StHeBC4_c_c12903_g39073_i1
StHeBC4_c_c12903_g39126_i1
StHeBC4_c_c12903_g39381_i1
StHeBC4_c_c12903_g3953_i1
StHeBC4_c_c12903_g39698_i1
StHeBC4_c_c12903_g3971_i1
StHeBC4_c_c12903_g39747_i1
StHeBC4_c_c12903_g39757_i1
StHeBC4_c_c12903_g39896_i1
StHeBC4_c_c12903_g40020_i1
StHeBC4_c_c12903_g40191_i1
StHeBC4_c_c12903_g40212_i1
StHeBC4_c_c12903_g40255_i1
StHeBC4_c_c12903_g40510_i1
StHeBC4_c_c12903_g40522_i1
StHeBC4_c_c12903_g40531_i1
StHeBC4_c_c12903_g40540_i1
StHeBC4_c_c12903_g40792_i1
StHeBC4_c_c12903_g40881_i1
StHeBC4_c_c12903_g4100_i1
StHeBC4_c_c12903_g4120_i1
StHeBC4_c_c12903_g41216_i1
StHeBC4_c_c12903_g4124_i1
StHeBC4_c_c12903_g41265_i1
StHeBC4_c_c12903_g41291_i1
StHeBC4_c_c12903_g41325_i1
StHeBC4_c_c12903_g41326_i1
StHeBC4_c_c12903_g41327_i1
StHeBC4_c_c12903_g41328_i1
StHeBC4_c_c12903_g41329_i1
StHeBC4_c_c12903_g4133_i1
StHeBC4_c_c12903_g4141_i1
StHeBC4_c_c12903_g41443_i1
StHeBC4_c_c12903_g41508_i1
StHeBC4_c_c12903_g41571_i1
StHeBC4_c_c12903_g416_i1
StHeBC4_c_c12903_g41629_i2
StHeBC4_c_c12903_g41642_i1
StHeBC4_c_c12903_g41765_i2
StHeBC4_c_c12903_g41773_i1
StHeBC4_c_c12903_g41777_i1
StHeBC4_c_c12903_g41778_i2
StHeBC4_c_c12903_g4186_i1
StHeBC4_c_c12903_g41876_i3
StHeBC4_c_c12903_g4201_i1
StHeBC4_c_c12903_g42022_i2
StHeBC4_c_c12903_g42037_i1
StHeBC4_c_c12903_g42059_i1
StHeBC4_c_c12903_g42281_i1
StHeBC4_c_c12903_g42284_i1
StHeBC4_c_c12903_g42368_i1
StHeBC4_c_c12903_g42382_i1
StHeBC4_c_c12903_g42404_i3
StHeBC4_c_c12903_g42479_i1
StHeBC4_c_c12903_g42554_i1
StHeBC4_c_c12903_g4257_i1
StHeBC4_c_c12903_g42606_i1
StHeBC4_c_c12903_g42747_i4
StHeBC4_c_c12903_g42771_i1
StHeBC4_c_c12903_g42869_i4
StHeBC4_c_c12903_g42887_i1
StHeBC4_c_c12903_g4297_i1
StHeBC4_c_c12903_g43004_i1
StHeBC4_c_c12903_g4302_i2
StHeBC4_c_c12903_g43097_i4
StHeBC4_c_c12903_g43182_i1
StHeBC4_c_c12903_g43278_i1
StHeBC4_c_c12903_g43286_i4
StHeBC4_c_c12903_g43315_i3
StHeBC4_c_c12903_g43321_i3
StHeBC4_c_c12903_g43390_i1
StHeBC4_c_c12903_g437_i1
StHeBC4_c_c12903_g454_i1
StHeBC4_c_c12903_g4549_i1
StHeBC4_c_c12903_g4567_i1
StHeBC4_c_c12903_g4593_i1
StHeBC4_c_c12903_g4598_i6
StHeBC4_c_c12903_g4804_i1
StHeBC4_c_c12903_g4825_i1
StHeBC4_c_c12903_g4842_i1
StHeBC4_c_c12903_g4980_i1
StHeBC4_c_c12903_g499_i1
StHeBC4_c_c12903_g51_i1
StHeBC4_c_c12903_g5173_i1
StHeBC4_c_c12903_g5196_i1
StHeBC4_c_c12903_g5287_i1
StHeBC4_c_c12903_g5309_i2
StHeBC4_c_c12903_g5311_i1
StHeBC4_c_c12903_g541_i1
StHeBC4_c_c12903_g5424_i1
StHeBC4_c_c12903_g5463_i1
StHeBC4_c_c12903_g5492_i1
StHeBC4_c_c12903_g5590_i2
StHeBC4_c_c12903_g578_i1
StHeBC4_c_c12903_g579_i1
StHeBC4_c_c12903_g5896_i1
StHeBC4_c_c12903_g5906_i1
StHeBC4_c_c12903_g5932_i1
StHeBC4_c_c12903_g5939_i1
StHeBC4_c_c12903_g5941_i1
StHeBC4_c_c12903_g599_i2
StHeBC4_c_c12903_g5990_i1
StHeBC4_c_c12903_g5996_i1
StHeBC4_c_c12903_g6003_i2
StHeBC4_c_c12903_g6080_i1
StHeBC4_c_c12903_g6097_i1
StHeBC4_c_c12903_g6137_i1
StHeBC4_c_c12903_g6148_i1
StHeBC4_c_c12903_g6161_i1
StHeBC4_c_c12903_g6176_i1
StHeBC4_c_c12903_g6177_i1
StHeBC4_c_c12903_g6207_i3
StHeBC4_c_c12903_g6209_i1
StHeBC4_c_c12903_g6214_i1
StHeBC4_c_c12903_g6215_i1
StHeBC4_c_c12903_g6230_i1
StHeBC4_c_c12903_g6326_i1
StHeBC4_c_c12903_g6363_i1
StHeBC4_c_c12903_g6432_i1
StHeBC4_c_c12903_g6474_i1
StHeBC4_c_c12903_g6512_i1
StHeBC4_c_c12903_g6519_i1
StHeBC4_c_c12903_g6580_i1
StHeBC4_c_c12903_g6660_i1
StHeBC4_c_c12903_g6701_i1
StHeBC4_c_c12903_g6722_i2
StHeBC4_c_c12903_g6773_i1
StHeBC4_c_c12903_g6775_i1
StHeBC4_c_c12903_g6832_i1
StHeBC4_c_c12903_g6881_i2
StHeBC4_c_c12903_g6883_i2
StHeBC4_c_c12903_g6912_i1
StHeBC4_c_c12903_g6951_i1
StHeBC4_c_c12903_g6960_i1
StHeBC4_c_c12903_g7053_i1
StHeBC4_c_c12903_g7246_i1
StHeBC4_c_c12903_g7248_i1
StHeBC4_c_c12903_g7342_i1
StHeBC4_c_c12903_g7680_i1
StHeBC4_c_c12903_g7705_i1
StHeBC4_c_c12903_g7715_i1
StHeBC4_c_c12903_g7787_i1
StHeBC4_c_c12903_g7929_i2
StHeBC4_c_c12903_g8033_i1
StHeBC4_c_c12903_g8063_i1
StHeBC4_c_c12903_g8064_i1
StHeBC4_c_c12903_g8065_i1
StHeBC4_c_c12903_g8066_i1
StHeBC4_c_c12903_g8078_i1
StHeBC4_c_c12903_g808_i1
StHeBC4_c_c12903_g8258_i1
StHeBC4_c_c12903_g8288_i1
StHeBC4_c_c12903_g8319_i1
StHeBC4_c_c12903_g8323_i1
StHeBC4_c_c12903_g8447_i1
StHeBC4_c_c12903_g8454_i1
StHeBC4_c_c12903_g8461_i1
StHeBC4_c_c12903_g8502_i1
